Source,Target,Weight,Season
玄澄,玄滅,1,1
玄澄,玄生,1,1
葉二娘,慕容博,1,1
葉二娘,玄苦,1,1
慕容博,玄苦,1,1
慕容復,玄滅,2,1
慕容復,神山上人,1,1
慕容復,玄生,2,1
玄滅,蕭峰,1,1
玄滅,波羅星,1,1
蕭峰,玄生,2,1
鳩摩智,鍾萬仇,1,1
褚萬里,丐幫,1,1
丐幫,朱丹臣,2,1
鍾靈,阿紫,23,1
鍾靈,丐幫,5,1
鍾靈,游坦之,13,1
包不同,慕容博,1,1
慕容博,全冠清,1,1
慕容博,宋長老,1,1
蕭峰,宋長老,1,1
阿紫,宋長老,3,1
鍾靈,宋長老,1,1
木婉清,游坦之,2,1
鍾靈,虛竹,10,1
鍾靈,蕭峰,8,1
夢姑,阿紫,1,1
鍾靈,夢姑,4,1
夢姑,段譽,2,1
段譽,玄生,1,1
段延慶,梅劍,1,1
梅劍,蕭峰,3,1
梅劍,符敏儀,1,1
石嫂,夢姑,1,1
石嫂,李秋水,1,1
夢姑,余婆,1,1
蘭劍,阿紫,1,1
鍾靈,蘭劍,1,1
鍾靈,梅劍,1,1
鍾靈,菊劍,1,1
鍾靈,竹劍,1,1
蘭劍,夢姑,1,1
梅劍,夢姑,1,1
菊劍,夢姑,1,1
菊劍,段譽,3,1
夢姑,竹劍,1,1
段譽,竹劍,1,1
天山童姥,蕭峰,1,1
虛竹,巴天石,12,1
宗贊,段譽,8,1
木婉清,虛竹,10,1
岳老三,王語嫣,1,1
朱丹臣,風波惡,2,1
包不同,巴天石,4,1
風波惡,巴天石,2,1
雲中鶴,公冶乾,1,1
雲中鶴,鄧百川,1,1
蘭劍,巴天石,1,1
梅劍,巴天石,3,1
菊劍,巴天石,1,1
竹劍,巴天石,1,1
鍾靈,朱丹臣,10,1
慕容復,鍾靈,2,1
宗贊,巴天石,3,1
宗贊,朱丹臣,2,1
段延慶,阿朱,1,1
赫連鐵樹,蕭峰,1,1
木婉清,赫連鐵樹,2,1
木婉清,鄧百川,1,1
木婉清,慕容復,5,1
慕容復,宗贊,2,1
宗贊,包不同,2,1
朱丹臣,鄧百川,1,1
公冶乾,巴天石,1,1
菊劍,李秋水,1,1
宗贊,虛竹,1,1
木婉清,蘭劍,2,1
木婉清,梅劍,2,1
木婉清,宗贊,1,1
宗贊,王語嫣,1,1
阿碧,菊劍,2,1
王語嫣,菊劍,2,1
阿碧,康廣陵,1,1
朱丹臣,賈老者,3,1
段譽,賈老者,6,1
巴天石,賈老者,3,1
木婉清,枯榮,1,1
枯榮,鍾靈,1,1
枯榮,朱丹臣,1,1
枯榮,王語嫣,1,1
小翠,段譽,1,1
包不靚,段譽,1,1
慕容復,段正明,3,1
慕容復,刀白鳳,3,1
丐幫,鍾萬仇,1,1
慕容復,甘寶寶,5,1
慕容復,秦紅棉,6,1
段延慶,風波惡,6,1
風波惡,段正淳,1,1
段延慶,慕容博,1,1
刀白鳳,阮星竹,5,1
段延慶,刀白鳳,4,1
段延慶,甘寶寶,3,1
段延慶,秦紅棉,3,1
雲中鶴,阮星竹,1,1
雲中鶴,過彥之,2,1
刀白鳳,范驊,2,1
刀白鳳,崔百泉,1,1
刀白鳳,過彥之,1,1
甘寶寶,范驊,2,1
甘寶寶,崔百泉,1,1
甘寶寶,過彥之,1,1
范驊,秦紅棉,2,1
阮星竹,崔百泉,1,1
阮星竹,過彥之,1,1
阿碧,刀白鳳,1,1
阿碧,甘寶寶,1,1
阿碧,阮星竹,1,1
阿碧,秦紅棉,1,1
刀白鳳,朱丹臣,1,1
甘寶寶,朱丹臣,1,1
木婉清,段延慶,1,1
段延慶,鍾靈,1,1
阮星竹,鍾靈,1,1
鍾靈,秦紅棉,1,1
段延慶,枯榮,3,1
枯榮,段正明,2,1
雲中鶴,段正明,1,1
葉二娘,段正明,1,1
崔百泉,華赫艮,1,1
王語嫣,竹劍,1,1
雲中鶴,華赫艮,1,1
過彥之,傅思歸,1,1
過彥之,華赫艮,1,1
范驊,梅劍,1,1
朱丹臣,梅劍,1,1
王語嫣,梅劍,1,1
王語嫣,華赫艮,1,1
梅劍,華赫艮,1,1
鳩摩智,段正明,1,1
段譽,趙煦,1,1
段正明,趙煦,1,1
耶律洪基,趙煦,5,1
蘇轍,趙煦,6,1
范祖禹,趙煦,3,1
范純仁,蘇轍,2,1
范純仁,趙煦,2,1
蕭峰,趙煦,2,1
丐幫,游駒,1,1
耶律洪基,游坦之,1,1
穆貴妃,阿紫,10,1
耶律洪基,穆貴妃,4,1
穆貴妃,蕭峰,2,1
木婉清,丐幫,2,1
耶律洪基,段譽,7,1
耶律洪基,巴天石,1,1
蕭峰,吳長風,2,1
虛竹,傅思歸,1,1
玄鳴,蕭峰,3,1
蕭峰,玄石,2,1
玄鳴,虛竹,1,1
玄鳴,段譽,1,1
玄鳴,玄渡,1,1
段譽,玄渡,6,1
玄渡,蕭峰,9,1
完顏阿骨打,耶律洪基,1,1
完顏阿骨打,阿紫,1,1
范驊,玄渡,3,1
范驊,耶律洪基,1,1
完顏阿骨打,玄渡,1,1
張將軍,蕭峰,2,1
張將軍,阿紫,1,1
張將軍,玄渡,1,1
玄渡,吳長風,1,1
虛竹,耶律洪基,8,1
木婉清,玄渡,1,1
范驊,虛竹,1,1
朱丹臣,玄渡,1,1
虛竹,華赫艮,1,1
玄渡,華赫艮,1,1
玄渡,巴天石,1,1
